system   D            wsystem.c:583  maybe_parent_dir                 [   0.00119] Also searching D:\saper\
display  D   display_settings.c:191  debug_display_settings           [   3.28209] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28212] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28215] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28219] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28222] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28226] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28229] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28232] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28236] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28239] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28242] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28246] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28249] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28252] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28255] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28259] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28262] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28266] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28269] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28273] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28276] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28280] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28284] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28289] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28292] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28295] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28299] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28302] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28305] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28309] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28312] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28316] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28319] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28322] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28325] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28329] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28331] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28336] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28339] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28343] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28345] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28349] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28352] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28355] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28358] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28362] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28364] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28369] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28372] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28376] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28380] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28385] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28388] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28391] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28394] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28398] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28400] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28404] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28407] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28410] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28413] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28417] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28419] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:506  _al_score_display_settings       [   3.28423] Score is : 769
display  D   display_settings.c:191  debug_display_settings           [   3.28426] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28429] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28432] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28438] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28441] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28445] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28447] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28451] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28454] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28458] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28461] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28464] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28467] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28471] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28474] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28477] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28480] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28484] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28488] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28491] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28494] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28498] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28501] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28504] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28507] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   3.28511] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   3.28513] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
